result_val|gsea_val|l1_val|model_error|sum_ypred|sum_ytrue|sum_beta|sum_x|pathway
1601.38558256124|0|49.4793224107474|1551.90626015049|-30.1763646162201|0.761212834036442|494.793224107474|-52.9896298690031|TP53
1601.38550237087|0|49.4794224107474|1551.90607996012|-30.1760346162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.38566425545|0|49.4792224107474|1551.9064418447|-30.1766946162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.40137288363|0|49.4794224107474|1551.92195047288|-30.1761106162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.36979379869|0|49.4792224107474|1551.89057138794|-30.1766186162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.38994905269|0|49.4794224107474|1551.91052664194|-30.1766006162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.38121771079|0|49.4792224107474|1551.90199530004|-30.1761286162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.39937422404|0|49.4794224107474|1551.91995181329|-30.1757936162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.37179232786|0|49.4792224107474|1551.89256991712|-30.1769356162203|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.40458710851|0|49.4794224107474|1551.92516469777|-30.1769736162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.36657954902|0|49.4792224107474|1551.88735713827|-30.1757556162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.4008351958|0|49.4794224107474|1551.92141278505|-30.1758066162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.37033172102|0|49.4792224107474|1551.89110931027|-30.1769226162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.39325441106|0|49.4794224107474|1551.91383200032|-30.1765166162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.37791234821|0|49.4792224107474|1551.89868993746|-30.1762126162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.38437122438|0|49.4794224107474|1551.90494881363|-30.1752666162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.38679545184|0|49.4792224107474|1551.90757304109|-30.1774626162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.40480088937|0|49.4794224107474|1551.92537847862|-30.1763946162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.36636591828|0|49.4792224107474|1551.88714350753|-30.1763346162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.39964494743|0|49.4794224107474|1551.92022253668|-30.1765886162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.37152165826|0|49.4792224107474|1551.89229924751|-30.1761406162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.39699750954|0|49.4794224107474|1551.91757509879|-30.1760526162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.37416917998|0|49.4792224107474|1551.89494676923|-30.1766766162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.36967807081|0|49.4794224107474|1551.89025566006|-30.1764538832333|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.40148844841|0|49.4792224107474|1551.92226603766|-30.1762753492071|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.39189394016|0|49.4794224107474|1551.91247152942|-30.1763556162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.37927259368|0|49.4792224107474|1551.90005018293|-30.1763736162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.41633518208|0|49.4794224107474|1551.93691277133|-30.1773656162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.35483151914|0|49.4792224107474|1551.87560910839|-30.1753636162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.40088052312|0|49.4794224107474|1551.92145811237|-30.1764016162203|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.37028638217|0|49.4792224107474|1551.89106397142|-30.1763276162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.36617616765|0|49.4794224107474|1551.8867537569|-30.1758436162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.4049906134|0|49.4792224107474|1551.92576820266|-30.1768856162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.38255670436|0|49.4794224107474|1551.90313429361|-30.1757886162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.38861012899|0|49.4792224107474|1551.90938771824|-30.1769406162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.39033681461|0|49.4794224107474|1551.91091440386|-30.1758766162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.38083009216|0|49.4792224107474|1551.90160768141|-30.1768526162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.41450623257|0|49.4794224107474|1551.93508382182|-30.1760806162203|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.3566604683|0|49.4792224107474|1551.87743805756|-30.1766486162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.39378454057|0|49.4794224107474|1551.91436212983|-30.1758356162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.37738232102|0|49.4792224107474|1551.89815991027|-30.1768936162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.38360989393|0|49.4794224107474|1551.90418748318|-30.1764426162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.38755672938|0|49.4792224107474|1551.90833431863|-30.1762866162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.38694344404|0|49.4794224107474|1551.90752103329|-30.1764026162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.38422320485|0|49.4792224107474|1551.9050007941|-30.1763266162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.37731121784|0|49.4794224107474|1551.89788880709|-30.1772186162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.39385487893|0|49.4792224107474|1551.91463246818|-30.1755106162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.37912853078|0|49.4794224107474|1551.89970612004|-30.1756916162203|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.39203833196|0|49.4792224107474|1551.91281592121|-30.1770376162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.40022672613|0|49.4794224107474|1551.92080431538|-30.1755626162203|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.37094015717|0|49.4792224107474|1551.89171774642|-30.1771666162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
1601.3891727529|0|49.4794224107474|1551.90975034216|-30.1766626162202|0.761212834036442|494.794224107474|-52.9896298690031|TP53
1601.38199396192|0|49.4792224107474|1551.90277155117|-30.1760666162202|0.761212834036442|494.792224107474|-52.9896298690031|TP53
